Occupation,Age,Dependents,Income,Additional_Income,Credit_Score,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings
Freelancer,31,1,63831.4,1486.66,697.0,10217.82,7638.87,3968.5,5391.76,2905.32,2167.73,1809.0,3281.82,1843.92,1567.07,1022.72,18570.04
Retired,61,3,39312.63,2347.78,434.0,9959.49,3449.52,3573.55,3195.87,2196.67,2072.92,946.07,2270.85,1000.0,1119.9,1157.24,6911.12
Salaried Employee,28,0,60592.53,1154.53,600.0,13094.06,3680.81,4383.08,5596.41,4419.56,2032.87,1449.33,3011.92,2143.81,885.29,1073.06,14556.71
Salaried Employee,34,0,79656.15,5707.67,611.0,14462.76,9675.72,5329.38,6216.07,5023.49,2762.43,2361.74,3798.78,3705.91,1822.99,1214.21,14624.65
Freelancer,59,4,95541.98,3876.86,701.0,18825.34,8298.56,6220.77,8158.82,6650.99,4230.98,2826.96,4573.3,3547.51,4197.6,1765.3,19636.12
Unemployed,44,1,2236.91,107.66,652.0,3644.03,135.61,1000.0,2000.0,1000.0,550.44,500.0,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,24,0,5815.19,444.95,538.0,2630.13,1251.32,1000.0,2000.0,1000.0,658.31,500.0,1500.0,1000.0,1517.95,582.79,5000.0
Freelancer,30,0,23846.86,578.45,571.0,4786.94,2684.1,2065.16,2000.0,1000.0,500.0,648.59,1500.0,1000.0,0.0,754.39,5000.0
Freelancer,53,3,56458.79,1245.35,666.0,10816.39,7287.15,3555.02,4488.78,3506.57,2025.38,1305.42,3246.32,3799.43,956.34,1473.43,9675.7
Salaried Employee,43,2,88473.07,3391.0,644.0,17847.83,9565.81,4114.59,6889.15,5137.24,3950.42,3125.0,4433.15,3012.56,2415.33,2015.45,23251.7
Unemployed,34,0,9392.1,664.66,604.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,237.14,500.0,5000.0
Freelancer,57,4,71160.99,1395.69,612.0,10022.7,10383.94,3522.95,5326.42,2909.16,2309.59,2047.61,3867.25,1452.8,2780.99,1216.8,10144.57
Unemployed,27,1,0.0,0.0,706.0,4084.36,291.5,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,315.54,500.0,5000.0
Unemployed,24,0,12386.46,507.56,609.0,2787.94,1017.64,1909.78,2051.41,1000.0,500.0,500.0,1500.0,1000.0,80.17,500.0,5000.0
Salaried Employee,67,4,78922.16,4817.0,643.0,16580.73,9338.1,4001.31,6802.7,5268.03,4054.15,3021.65,4052.47,2953.92,2274.34,1515.3,19708.48
BusinessOwner,45,3,105223.06,7787.06,824.0,20928.8,10896.48,7309.86,7225.29,6464.29,4981.34,3434.01,4962.99,4081.56,2933.35,2309.69,21138.55
Retired,37,1,34474.35,1404.37,536.0,5424.64,4046.28,1000.0,2475.32,3354.91,1681.02,500.0,1988.03,2189.33,393.97,729.86,11161.61
Salaried Employee,25,1,38841.01,1622.45,502.0,7396.35,7622.38,1385.27,2201.29,1501.98,2234.14,1546.8,2215.35,1410.02,543.66,1170.26,9368.75
Salaried Employee,56,4,71708.86,5240.34,713.0,11142.98,6758.2,3618.08,5261.36,5007.38,2900.75,2612.51,4164.2,4743.6,2870.78,1091.75,13468.79
Unemployed,67,5,0.0,0.0,596.0,4554.17,0.0,1137.38,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Freelancer,32,1,64012.9,2703.24,625.0,10333.56,6576.16,3600.11,5052.54,4396.51,3299.38,2719.44,3446.28,3409.94,3052.54,905.77,9682.32
Unemployed,47,3,22232.99,1196.32,588.0,2382.67,3830.57,1422.12,2000.0,1000.0,1012.07,775.35,1500.0,1533.51,426.89,500.0,5000.0
Salaried Employee,24,0,77446.1,4568.11,629.0,14608.7,5484.81,2745.04,6225.64,5504.11,2970.25,1614.97,5096.6,3068.69,1782.63,1771.02,13596.53
Freelancer,32,0,32310.82,1286.1,778.0,9038.32,282.75,1000.0,2000.0,2174.83,500.0,1151.91,1500.0,1000.0,1487.16,581.87,9166.17
Unemployed,36,1,7994.33,405.22,714.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1279.48,500.0,5000.0
Retired,69,5,50675.2,11.83,719.0,7662.77,2616.64,1169.65,3846.56,3030.89,2438.72,1218.61,2749.4,2435.09,2302.6,725.58,11739.08
Freelancer,59,4,58561.88,2157.13,537.0,14221.05,5218.94,2396.22,5435.93,3322.07,2815.29,2043.64,2341.02,1884.41,2108.15,672.13,8260.16
Retired,64,4,45306.56,2676.27,558.0,10523.31,5284.41,2766.25,4330.2,3109.74,2064.44,525.36,2203.18,1945.33,2120.0,1073.24,7538.51
Retired,51,2,41192.95,1250.38,423.0,9315.46,2783.17,1077.32,3688.11,1527.76,1377.07,1731.07,2020.27,2636.68,34.24,1347.06,10824.84
BusinessOwner,48,3,137476.19,7035.99,585.0,25000.0,11607.38,8479.17,10834.79,8225.09,4510.64,3685.22,7526.6,7155.01,3759.0,2450.71,23624.83
BusinessOwner,22,0,146272.18,8620.91,727.0,25000.0,14731.22,8537.55,12694.46,9092.58,5603.28,3895.69,6956.95,6534.38,3750.35,3292.1,37461.34
BusinessOwner,59,4,128755.41,5555.67,691.0,25000.0,14169.36,4866.35,9523.92,7751.74,4998.04,3805.75,6306.8,6640.42,4719.91,2588.14,28806.47
Retired,53,3,31891.8,1703.32,632.0,5004.93,646.72,1000.0,2000.0,2991.06,1119.21,1173.24,1500.0,1000.0,688.32,500.0,6460.83
Salaried Employee,59,3,89970.09,2766.16,648.0,21241.79,10227.36,2212.73,7155.72,6017.42,3908.08,2781.06,5365.89,4160.31,3290.89,1459.95,14832.32
Retired,46,2,18382.98,843.19,595.0,4442.93,3064.26,1000.0,2597.66,1096.99,1728.16,500.0,1500.0,1806.13,926.59,500.0,5000.0
Salaried Employee,32,1,64313.93,4000.6,666.0,13860.98,7862.52,3982.08,5043.94,4032.19,2634.32,1676.37,3379.15,1855.49,1325.8,1164.94,13472.64
Salaried Employee,64,4,88315.62,4693.04,711.0,14278.58,10659.28,4001.89,6973.63,5535.47,3424.26,2082.95,4365.08,3144.15,2238.6,1372.44,22222.59
BusinessOwner,52,3,93815.3,3590.25,521.0,18422.29,12684.55,5151.56,6784.27,5951.56,3623.0,2702.12,4641.76,5142.94,3720.13,1368.09,14608.28
Unemployed,25,0,10223.69,557.03,674.0,2000.0,488.23,1000.0,2000.0,1000.0,500.0,844.22,1500.0,1000.0,0.0,500.0,5000.0
Freelancer,43,1,53859.98,3462.78,725.0,12428.11,5550.36,3490.97,4785.39,2990.38,1740.25,1613.67,3528.63,1081.5,1703.21,1135.34,10892.71
BusinessOwner,38,1,127467.83,1147.36,617.0,25000.0,12122.13,5818.28,10591.96,6460.52,5158.81,4253.74,6499.14,6321.1,3276.26,2547.44,29717.07
BusinessOwner,35,1,94505.44,6916.05,706.0,14752.11,9453.51,4737.44,7245.82,6692.95,4005.62,3562.86,5052.81,4737.63,2615.4,1739.74,14608.35
Unemployed,59,3,12840.01,555.65,850.0,2523.93,3583.31,1000.0,2000.0,1000.0,618.44,500.0,1500.0,1000.0,352.89,500.0,5000.0
Freelancer,47,2,64445.45,3770.69,642.0,15132.81,4427.02,1950.72,4509.07,3712.05,2806.59,1840.08,3731.04,2541.25,1385.36,1600.92,15060.79
Retired,52,3,38114.66,2818.39,681.0,7249.57,2519.89,1000.0,3091.11,3004.32,1741.46,2229.04,1674.27,1173.77,471.13,880.53,5000.0
Retired,67,5,50143.08,1131.56,591.0,11486.74,7080.08,3474.95,3471.24,3346.44,1119.77,2226.46,3044.85,2231.28,1704.68,966.47,13250.26
BusinessOwner,60,3,88818.27,3180.69,665.0,18465.98,10411.88,4839.91,6516.75,4426.19,3871.17,1828.35,4996.16,4816.58,2073.23,2054.79,17071.2
Freelancer,32,1,51130.82,2261.47,687.0,10909.48,4568.38,3606.59,3878.62,3011.12,1709.73,1727.5,3097.81,2236.09,966.46,734.66,6269.84
BusinessOwner,62,4,108777.04,3733.76,666.0,21212.78,12159.31,5763.51,8457.59,6258.49,3803.16,3263.59,5108.78,6084.65,2605.97,2108.06,19142.47
Salaried Employee,64,3,75765.33,6417.23,568.0,12719.9,8088.36,3931.26,5792.24,3150.29,2478.39,2686.19,3704.1,2312.26,2218.42,1454.98,16589.29
BusinessOwner,44,2,79251.15,2604.55,667.0,13607.17,10175.53,2236.55,6573.31,4202.85,3386.82,2005.05,4082.29,3154.3,3038.13,1213.94,13739.37
BusinessOwner,61,3,102303.77,3978.5,767.0,21879.46,10342.14,4844.82,8223.83,5991.39,3980.86,2649.31,4429.77,3793.7,4123.68,1920.11,20563.21
Retired,55,3,46243.89,2501.23,686.0,9287.69,6162.84,2284.81,3555.43,2682.67,1008.77,1049.28,3109.65,1000.0,879.17,500.0,10959.98
Retired,46,3,37236.57,966.55,727.0,7170.29,7686.67,3814.94,3070.43,1048.41,1728.48,831.13,1855.69,1367.0,2622.31,1318.38,7070.87
Retired,57,3,40066.87,1686.27,631.0,7165.59,4903.84,2690.3,2709.59,3325.34,882.87,1609.67,2145.31,1936.54,498.71,520.11,6136.13
Salaried Employee,26,0,75368.62,4246.95,710.0,14463.35,7610.85,5304.49,6082.13,4440.43,3084.66,1670.46,3479.93,3434.13,3019.54,1983.21,13947.02
Unemployed,24,0,27166.96,1177.49,672.0,7527.22,3800.37,1955.89,2248.66,1660.06,1205.93,503.7,1500.0,2823.04,309.82,554.76,7355.24
Freelancer,62,3,86931.2,4184.2,574.0,16715.75,8145.2,3635.26,6202.97,5536.39,3920.04,1713.43,4044.55,3848.82,1998.29,1908.08,24710.47
Unemployed,64,3,12708.41,500.88,675.0,2000.0,4852.79,1000.0,2000.0,1000.0,1399.18,884.81,1500.0,1428.45,0.0,500.0,5000.0
Freelancer,50,2,76776.52,1513.31,571.0,16842.61,7947.76,4075.05,5701.4,4971.68,2388.72,2938.81,4175.54,3123.94,2266.58,1597.91,19543.57
Freelancer,42,1,57409.65,3239.73,599.0,11072.18,5331.57,1931.33,4637.93,3150.92,2270.15,1558.75,2951.38,3638.83,2128.27,1343.34,12199.98
Retired,61,3,13741.2,1169.36,665.0,2811.03,120.59,1000.0,2000.0,1000.0,500.0,500.0,1500.0,2468.41,881.14,500.0,5000.0
Unemployed,29,1,9235.32,465.16,674.0,5062.22,2569.36,1000.0,2000.0,1012.88,586.29,503.67,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,51,3,20707.63,1128.68,555.0,4100.4,3371.54,2641.0,2000.0,2435.8,936.14,1358.47,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,62,4,19313.02,1233.22,734.0,4440.97,1185.27,1000.0,2000.0,1738.64,596.25,783.7,1707.07,1000.0,0.0,500.0,5000.0
Salaried Employee,49,2,94788.23,2333.06,696.0,16599.8,10343.5,5945.23,8056.81,6425.68,3571.08,2494.88,5091.81,4017.08,2765.7,1417.51,14497.97
Retired,58,3,51057.98,4291.44,594.0,9772.26,2842.96,1616.1,4421.99,2646.97,1484.09,722.33,2957.67,2407.52,1384.63,1178.13,6667.43
Unemployed,50,3,12531.95,677.31,527.0,3725.44,1530.65,1000.0,2000.0,1000.0,995.21,500.0,1500.0,1060.02,0.0,575.35,5000.0
Salaried Employee,37,2,77011.28,6363.99,638.0,12291.51,8380.26,5030.51,5763.46,5812.79,3310.05,2346.95,3098.99,3448.61,2499.06,2025.02,17716.11
BusinessOwner,55,4,93198.38,3293.57,614.0,19041.37,11880.83,5391.82,6419.69,7235.51,4186.82,2468.29,4137.59,3733.52,4379.75,1955.52,19289.51
BusinessOwner,21,0,74709.34,6451.99,659.0,15143.45,6314.71,4989.99,6053.76,5716.81,2833.18,2338.76,3962.91,2479.41,1887.98,1264.24,17864.74
Salaried Employee,33,1,78442.44,5138.22,621.0,15771.06,5926.72,4722.82,6234.05,4437.92,2809.28,2076.81,3916.65,3458.61,2049.82,1059.72,18312.68
Salaried Employee,32,1,83679.62,5109.54,489.0,18810.24,7024.82,6243.83,7262.47,4097.07,2808.03,1981.32,4403.9,4831.17,2902.15,1986.09,14974.75
Retired,48,2,34083.63,1863.71,619.0,7485.6,1403.51,2262.91,2906.22,1192.47,1542.8,500.0,2542.39,2179.29,631.34,500.0,6696.63
Freelancer,31,1,26662.47,1200.6,626.0,8288.64,4671.23,1176.65,2800.11,1000.0,546.6,1581.05,1696.14,1494.26,1268.15,500.0,5000.0
BusinessOwner,58,3,115216.89,8527.28,701.0,21056.2,13844.65,6103.77,8868.67,6827.11,5533.01,3901.0,6390.29,5432.33,2953.53,2237.05,21831.71
Unemployed,21,0,11835.49,625.0,594.0,2638.95,1663.87,1835.24,2000.0,1994.67,500.0,1220.32,1500.0,1000.0,1637.55,500.0,5000.0
BusinessOwner,51,2,65223.39,695.19,784.0,13213.61,8354.28,2481.79,4953.41,3800.07,2745.77,2226.68,2857.56,2202.32,2198.04,1315.21,14318.11
Unemployed,32,1,0.0,0.0,497.0,2000.0,200.94,1000.0,2000.0,1000.0,783.43,500.0,1500.0,1000.0,0.0,500.0,5000.0
Unemployed,65,5,9783.88,452.83,755.0,3869.37,835.72,1000.0,2000.0,1687.51,690.9,955.19,1500.0,1000.0,0.0,500.0,5000.0
Retired,46,2,23471.79,1319.11,632.0,9343.7,1847.62,1000.0,2000.0,1085.03,1026.71,687.62,1952.74,1000.0,344.49,500.0,6198.04
Freelancer,68,5,72281.5,3532.27,719.0,14422.29,6762.56,3752.15,4790.18,5965.32,2407.02,2278.87,4009.27,3857.88,3129.37,776.76,14866.57
Freelancer,60,4,75118.28,5587.25,656.0,16033.7,5190.13,1869.79,5875.89,6100.77,2313.85,2232.14,4016.17,2624.47,1365.42,1722.03,15929.13
Salaried Employee,36,2,69395.57,761.82,741.0,14048.15,7335.94,3522.84,5771.82,4058.84,3160.85,608.41,4087.75,2133.65,1614.31,1221.37,7982.47
Retired,59,4,53689.46,2838.66,619.0,9310.72,5308.45,3549.76,4034.67,2759.34,2900.65,2413.05,1674.45,3701.64,1217.52,500.0,5886.35
Unemployed,50,2,13960.47,190.43,562.0,2000.0,2514.09,1000.0,2000.0,1395.42,500.0,664.32,1500.0,1000.0,407.83,500.0,5000.0
Freelancer,53,3,79343.75,5172.76,764.0,14457.2,8074.66,5644.3,6770.56,4482.61,2604.22,2545.22,3311.86,3296.57,2190.54,1415.85,19001.77
Unemployed,43,1,14815.47,712.78,641.0,2000.0,1237.49,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,653.52,5000.0
Freelancer,64,3,57509.45,3358.1,668.0,14910.1,4444.16,4066.73,4355.97,4475.56,1810.0,1807.0,2719.62,1391.02,1445.41,1209.18,16304.2
Freelancer,54,3,93727.48,3066.98,749.0,18515.28,9480.98,5361.51,7519.15,6596.81,3692.27,2513.18,5017.24,4737.49,2742.14,1977.88,22189.68
Freelancer,67,4,80643.04,6095.75,567.0,15436.77,9171.66,2316.12,7769.78,4962.99,4025.28,2727.58,4146.25,3735.42,1979.62,1967.23,12466.04
Freelancer,25,1,33595.65,2379.73,698.0,8497.44,1644.56,4390.58,3264.4,1005.45,1680.39,500.0,2352.34,2590.53,1488.61,643.07,6770.95
BusinessOwner,38,2,68259.85,4209.65,603.0,11408.47,6957.2,3349.25,6042.08,3111.97,2882.94,2140.83,3112.04,2187.02,2691.38,1591.45,22105.71
Unemployed,49,2,2655.14,125.88,639.0,2000.0,615.08,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,24.78,500.0,5000.0
Salaried Employee,26,0,35081.39,2160.91,656.0,7152.42,2431.04,1000.0,2889.75,1704.99,1111.67,953.11,1835.18,1434.74,1213.82,500.0,7942.9
Freelancer,29,0,32681.16,1172.02,530.0,8593.77,2386.33,1414.04,2000.0,1688.0,2010.07,1165.87,1500.0,1518.36,0.0,1095.52,6008.85
Retired,60,3,29618.66,1987.74,588.0,6927.1,3307.78,1353.53,2030.0,2594.69,1285.12,500.0,1500.0,1000.0,593.79,500.0,6970.6
Retired,51,3,27881.66,2313.89,758.0,6072.98,1088.03,1496.73,2000.0,2259.44,500.0,500.0,1500.0,1203.94,1539.83,832.84,7343.02
Retired,53,3,47974.28,3425.95,721.0,9751.09,5322.31,2100.92,2900.5,3980.97,1582.2,1557.59,2954.86,1000.0,1142.82,504.36,8668.38
Salaried Employee,47,3,67983.88,2407.17,645.0,14397.25,5455.36,4032.42,4860.0,3286.53,2290.25,2378.79,3631.06,3006.02,1523.43,1540.05,17400.18
Unemployed,34,0,18941.9,1084.01,669.0,4191.69,3488.47,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,2162.64,937.41,5892.07
Retired,49,2,27126.09,654.75,626.0,3365.27,6219.35,1000.0,2150.93,2234.75,1366.5,1074.79,1500.0,1000.0,2087.14,500.0,5515.11
Unemployed,56,3,16621.87,1021.38,759.0,3416.53,371.05,1000.0,2000.0,1355.77,611.15,500.0,1840.0,1319.71,825.96,500.0,5000.0
Salaried Employee,48,3,78722.3,4645.57,634.0,13597.08,8673.54,1568.64,6851.17,5949.24,3110.46,2265.27,3991.73,2711.42,3158.91,1757.58,13420.42
Salaried Employee,41,1,84395.38,1063.69,669.0,17041.24,7349.43,4573.54,6959.02,5400.15,4032.55,1862.1,4056.11,2585.53,973.71,1589.09,16960.35
Unemployed,23,0,6769.87,181.19,742.0,2000.0,2238.42,1000.0,2000.0,1884.68,500.0,500.0,1500.0,1287.47,0.0,680.88,5000.0
Freelancer,39,1,62738.34,2781.64,588.0,17626.43,4375.95,3300.28,4053.03,4196.31,3441.63,2365.21,3518.61,2771.63,1553.18,1312.42,15047.59
BusinessOwner,51,3,110137.81,4844.17,775.0,21947.77,11734.66,6820.97,7932.59,7458.0,4069.86,3320.57,5278.81,5103.18,3138.95,2106.71,28661.58
Freelancer,55,4,56208.99,1450.78,528.0,8433.32,4311.42,1861.7,3862.23,3113.73,2292.96,1494.88,3061.74,2115.37,1343.31,962.09,10933.62
Freelancer,69,4,98846.19,5711.29,780.0,19500.88,9574.14,6003.57,7463.27,5942.2,3813.25,2907.14,4777.86,6097.55,1180.37,1697.04,27348.88
Freelancer,23,0,48640.67,2676.67,620.0,10766.85,3317.53,1998.64,3811.38,3647.2,2007.34,1703.83,2791.7,1462.02,1729.44,784.49,13449.26
Retired,46,3,32678.59,1506.96,631.0,9882.45,4501.38,3387.12,2107.21,3251.1,1529.44,1200.61,1718.78,2702.74,1360.92,548.37,7919.42
Salaried Employee,36,2,63659.9,2220.72,499.0,11553.07,5110.52,2817.84,5262.28,4402.98,2763.31,1872.28,3423.98,2497.3,3031.13,1126.91,11089.47
Freelancer,31,0,21780.65,1545.86,614.0,2000.0,3006.01,1000.0,2000.0,1240.3,500.0,1199.9,1500.0,1000.0,101.6,500.0,5000.0
Salaried Employee,41,1,75579.59,6281.28,567.0,16749.59,7041.81,4466.22,6051.64,5636.64,2461.73,2752.62,3368.34,3409.46,1658.27,2141.24,12045.95
Unemployed,36,2,23386.86,943.16,601.0,2000.0,2166.98,1000.0,2441.07,1000.0,2187.06,908.29,1642.09,1187.28,0.0,500.0,5787.27
BusinessOwner,29,0,108518.96,4097.31,639.0,20831.48,11073.53,4584.5,8091.4,5373.35,4098.77,3282.87,5386.25,3499.7,3050.07,2214.37,15128.8
Unemployed,20,0,8913.33,533.23,727.0,2000.0,0.0,1000.0,2000.0,1080.11,706.14,596.06,1500.0,1000.0,898.18,500.0,5000.0
Unemployed,41,2,9640.96,413.01,667.0,2000.0,1279.65,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Retired,45,2,34706.69,1638.57,675.0,8319.67,5766.17,3077.51,2609.79,2566.81,1248.46,1571.6,2184.7,1668.07,2541.61,676.55,8370.47
BusinessOwner,37,1,110935.44,7187.85,562.0,20819.82,9926.4,3612.68,9317.46,6707.65,4373.82,3777.84,5242.87,2460.89,3148.45,2146.5,22282.6
Unemployed,69,4,5693.35,67.25,580.0,2000.0,2327.05,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1070.23,273.7,500.0,5000.0
Unemployed,33,0,16038.76,1224.82,794.0,3179.21,3851.02,1426.84,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
BusinessOwner,66,4,146722.96,7549.43,591.0,25000.0,13448.06,7529.6,11646.76,9259.77,5951.99,4051.06,7922.63,4803.52,4602.74,2856.77,39872.45
BusinessOwner,48,3,127386.48,5320.95,782.0,25000.0,10556.07,7679.19,10331.52,8438.72,4520.59,4309.66,6107.44,5848.31,2436.07,2079.17,34781.72
Unemployed,31,1,12314.3,593.74,631.0,3334.87,1684.37,1000.0,2000.0,1715.3,654.74,500.0,1595.56,1000.0,855.02,500.0,5000.0
BusinessOwner,55,3,113113.02,5570.66,650.0,24310.28,10490.19,5471.1,9341.55,8397.62,4006.36,3590.77,5812.27,5497.45,3900.49,1918.3,16068.87
Unemployed,54,2,16571.74,254.81,736.0,4099.62,4460.08,1420.92,2000.0,1189.58,500.0,678.42,1500.0,1013.23,1448.66,500.0,5000.0
Unemployed,31,0,13088.66,1045.77,752.0,3524.9,1361.08,1000.0,2000.0,1004.45,500.0,973.98,1500.0,1000.0,0.0,500.0,5000.0
Freelancer,26,1,26080.97,1325.6,641.0,2051.75,1404.8,1000.0,2000.0,1000.0,517.07,872.6,1500.0,1000.0,894.82,629.24,5000.0
Freelancer,48,2,60647.25,3569.7,619.0,12229.91,4343.99,3548.51,4790.56,3213.71,2188.12,1147.81,3249.4,2812.06,2214.09,1747.08,12338.15
Unemployed,30,0,10509.28,725.47,646.0,3060.87,2685.79,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,624.88,500.0,5000.0
Salaried Employee,52,3,104298.05,3084.8,677.0,22317.49,9573.03,4603.73,8645.9,7098.14,3255.34,2537.94,5252.04,3489.86,2523.23,2318.35,19920.22
Freelancer,25,1,39342.72,2339.69,721.0,6483.84,4000.02,1439.14,2338.83,1871.76,2082.69,911.31,1511.34,2061.64,0.0,878.64,8837.78
Freelancer,66,4,51662.48,2306.58,650.0,9014.42,6599.95,3936.19,4306.16,3736.82,1418.48,1458.42,3078.15,1950.91,1792.75,1422.05,9547.06
Freelancer,34,0,64970.27,4348.81,700.0,11845.85,5770.64,1000.0,4882.6,3896.92,2509.47,1366.39,2670.45,2625.66,1842.36,1472.27,9349.78
Retired,51,2,36792.59,274.31,781.0,8431.35,3610.37,2235.23,2576.33,2065.82,1848.15,1839.11,1500.0,2343.21,707.11,500.0,7260.59
Unemployed,30,1,10866.71,521.8,681.0,4241.1,1061.82,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,860.76,500.0,5000.0
Retired,42,1,35785.82,1357.84,675.0,6342.24,4603.57,1000.0,2630.33,1834.22,1018.85,1746.63,2590.71,1443.46,1042.13,809.09,6672.65
Unemployed,45,2,10216.59,599.15,528.0,3859.24,1907.78,1000.0,2000.0,1000.0,521.78,899.08,1500.0,1000.0,0.0,500.0,5000.0
Retired,53,2,51560.26,3062.72,440.0,10559.01,4825.86,3053.76,4112.23,1729.79,2621.38,1995.96,2928.5,2407.0,194.79,737.11,9614.69
Retired,65,5,23210.24,832.03,681.0,4393.48,2416.5,1750.15,2170.66,1194.25,500.0,500.0,1697.18,1208.27,0.0,500.0,6697.26
Salaried Employee,53,3,75909.49,2714.26,642.0,14759.13,7033.28,1143.65,6905.08,4170.59,2961.31,2448.51,4202.82,3757.0,3952.39,1566.48,20615.63
Retired,48,2,34425.28,1645.07,609.0,8378.28,1226.11,3087.65,2885.9,1652.73,510.76,500.0,1565.66,1000.0,1538.7,1140.82,5887.92
BusinessOwner,23,0,45495.86,1458.92,669.0,9750.33,4935.99,1537.06,3360.27,3063.25,1623.23,1820.33,1729.27,1453.58,1496.9,787.32,6571.6
Salaried Employee,36,2,72335.94,4834.91,645.0,19018.84,10071.88,4303.36,6020.5,4867.06,2910.54,2133.09,2513.02,3527.15,2042.92,1623.8,14277.11
Retired,54,3,53681.78,2287.7,740.0,9031.91,4042.6,3425.16,4022.39,3406.66,1719.96,1405.79,2552.67,2349.04,1437.28,1042.96,13831.99
Freelancer,32,1,61519.56,500.75,657.0,13340.12,4992.41,2199.28,4669.35,4487.51,2232.29,1233.71,3665.02,1735.81,2662.62,843.58,10796.1
BusinessOwner,60,4,124497.78,5291.6,590.0,23841.15,11143.69,6885.35,9199.88,7930.32,4275.8,2496.18,5662.81,6025.15,3391.52,2710.4,30552.32
BusinessOwner,58,4,74874.73,2188.52,729.0,13236.37,8574.36,3358.24,6453.11,4256.44,3033.53,1726.97,4093.84,1636.23,2650.09,1169.09,19499.03
BusinessOwner,34,1,77574.6,1347.82,633.0,15493.19,8430.19,1807.35,6012.97,4284.19,3630.83,2883.64,3403.65,3730.41,2083.34,1557.98,12512.68
Salaried Employee,48,3,78172.68,1973.97,692.0,15909.24,7579.46,5076.38,6344.86,4940.62,2578.34,2143.76,3961.67,2114.74,3703.29,1461.0,12992.1
Retired,48,3,32400.77,1690.94,612.0,12316.5,1863.05,1000.0,2074.08,2403.06,984.69,887.36,1973.93,2804.66,1491.63,915.94,7634.69
Freelancer,30,1,40253.15,3082.3,598.0,7682.34,4163.88,1158.16,3438.23,3533.46,1861.4,1535.37,1682.91,1000.0,2079.48,500.0,8356.25
Freelancer,51,2,82722.09,4654.25,657.0,14284.06,5925.28,3733.04,6236.8,5916.26,3914.93,3384.5,4221.35,4230.68,2072.58,1771.7,13706.8
Freelancer,21,0,39428.6,1493.16,651.0,8431.74,4158.0,2243.67,3083.43,1932.54,830.55,1845.36,1763.88,1511.84,1923.55,536.63,7191.42
BusinessOwner,66,4,130781.16,7731.53,688.0,22006.95,14385.4,6481.79,10901.41,7765.26,5146.85,3437.27,6891.63,4937.96,3704.63,2462.29,25695.1
Freelancer,33,1,69497.53,2836.76,629.0,13715.59,5072.95,4022.94,5955.18,4706.67,2921.47,1113.64,3592.53,2928.22,2161.95,500.0,8461.83
Salaried Employee,39,1,88727.62,3203.78,503.0,17777.58,6573.99,3096.89,7087.19,6178.06,3498.08,3841.64,4464.64,4054.63,3806.36,2402.18,21142.21
Retired,41,2,47335.2,1273.92,615.0,11056.24,7102.68,1624.37,2902.75,3591.29,655.01,2554.55,3145.94,1169.89,690.11,1111.87,8334.09
BusinessOwner,30,1,64622.65,966.98,714.0,14871.77,5544.63,3115.14,6666.22,3826.26,2835.45,2032.91,3562.29,1932.28,2080.95,1062.25,5000.0
Freelancer,46,2,55491.08,2341.81,626.0,10091.08,7253.03,4672.44,5312.22,2326.25,2979.31,1029.49,2429.38,2739.33,1971.34,772.42,11031.98
Salaried Employee,22,0,52830.28,2808.51,630.0,10264.83,5052.03,2527.7,4587.76,2370.67,2171.54,2066.52,2598.58,1000.0,1948.91,907.91,8607.19
Salaried Employee,36,1,71719.39,3447.37,729.0,12811.64,6929.01,4671.19,5360.95,4521.27,2353.22,2097.59,3548.02,2401.39,1836.03,1649.45,20399.94
Freelancer,63,3,89103.85,3713.91,593.0,15564.64,9568.0,4493.75,7071.51,5620.01,3307.59,2616.62,4495.35,5996.7,4133.5,1214.45,15212.5
Retired,47,2,44341.45,1378.36,527.0,9488.08,3108.15,1733.41,3275.61,1781.54,2658.61,1777.47,3479.33,1000.0,423.79,844.35,6434.74
Freelancer,48,3,69455.67,4317.71,637.0,11343.96,7144.31,3226.06,6188.38,4203.0,3233.21,2250.86,3658.21,3696.47,3104.89,1920.31,15655.07
BusinessOwner,40,1,90204.19,2133.99,611.0,17211.58,8448.19,4341.79,7347.59,5917.23,3928.18,2113.22,3492.26,3139.41,3556.67,1463.9,15062.08
